,addrbunho,address,cafe,cafe_id,image_url,franchise
1200,251-66,제주특별자치도 제주시 연동,진가커피,282485932,http://t1.daumcdn.net/localfiy/C6E0646DEBA94C1C9250DA29C6DD8DAC,0.0
1201,2073-1,제주특별자치도 제주시 한경면 저지리,저지에,578523567,,0.0
1202,1064-1,제주특별자치도 제주시 이도이동,제주알마켓커피,150410758,http://t1.daumcdn.net/localfiy/CA5B21BC47114E33AD79B81F681BA773,0.0
1203,1567-7,제주특별자치도 서귀포시 대정읍 하모리,보스코,746191857,,0.0
1204,1471-6,제주특별자치도 서귀포시 서호동,주인의취향,1721154114,,0.0
1205,2814-12,제주특별자치도 제주시 용담1동,이올라니,1315710148,http://t1.daumcdn.net/place/42B4CDACF2EB40EBA2CB4A0EB14F7355,0.0
1206,762,제주특별자치도 제주시 우도면 연평리,달봉펜션&카페,484719553,,0.0
1207,1184,제주특별자치도 제주시 애월읍 상가리,카페어떤오후,322555256,http://t1.daumcdn.net/place/3CCBAFCD3501448D8AE8104C5EB43908,0.0
1208,636-4,제주특별자치도 서귀포시 대정읍 하모리,하먼,21524009,http://t1.daumcdn.net/place/CA1CBC0CB0CB45C18FBE3D9133F48217,0.0
1209,317,제주특별자치도 제주시 한림읍 월령리,카페월령,18722453,http://t1.daumcdn.net/localfiy/searchregister_1861160966,0.0
1210,705-4,제주특별자치도 서귀포시 신효동,베라벨,1146670427,,0.0
1211,322-2,제주특별자치도 제주시 연동,꿈의요리카페드림,1488182287,,0.0
1212,557-1,제주특별자치도 서귀포시 서홍동,세계조가비박물관 커피숍,15918352,,0.0
1213,1146-19,제주특별자치도 제주시 일도1동,미송캔,15894512,,0.0
1214,6082-2,제주특별자치도 제주시 아라일동,설빙 제주대병원점,554478375,,0.0
1215,2133-5,제주특별자치도 서귀포시 대정읍 하모리,투썸플레이스 제주모슬포점,772855204,http://t1.daumcdn.net/place/44B9A83AB78C49479A158919DEEF38C9,1.0
1216,1576-10,제주특별자치도 제주시 노형동,한앤솜하우스,170643412,,0.0
1217,675,제주특별자치도 서귀포시 표선면 표선리,우리의세계,27581004,,0.0
1218,912-3,제주특별자치도 제주시 노형동,아이비카페,21305070,,0.0
1219,3305-21,제주특별자치도 서귀포시 표선면 성읍리,헬로커피,20621576,,0.0
1220,1120-2,제주특별자치도 제주시 삼도2동,카페송키,1883569834,http://t1.daumcdn.net/localfiy/383D18261AD54F428DC67602EB8AF41C,0.0
1221,619,제주특별자치도 제주시 조천읍 와산리,말로,1737738948,,0.0
1222,1055,제주특별자치도 제주시 이도이동,보리다,520929796,http://t1.daumcdn.net/localfiy/searchregister_1006255170,0.0
1223,2288-1,제주특별자치도 서귀포시 안덕면 덕수리,선물카페,1875081207,,0.0
1224,1199-3,제주특별자치도 제주시 한림읍 한림리,두두,1543761583,,0.0
1225,1310-1,제주특별자치도 서귀포시 호근동,여섯번의보름,1675972774,http://t1.daumcdn.net/localfiy/searchregister_1715000296,0.0
1226,2403-3,제주특별자치도 제주시 조천읍 신촌리,바다숨소리카페,131220485,,0.0
1227,25,제주특별자치도 서귀포시 상효동,카페뉴기니버드,24529553,,0.0
1228,319-5,제주특별자치도 제주시 이도이동,금요일의아침 조금,1628505523,,0.0
1229,1049-4,제주특별자치도 제주시 노형동,플로리안인제주,1712625832,http://t1.daumcdn.net/localfiy/1D8128F513D44D768260E320394C4145,0.0
1230,342-2,제주특별자치도 제주시 조천읍 교래리,머들,21527083,,0.0
1231,1278-9,제주특별자치도 제주시 노형동,더커피,23347100,,0.0
1232,3200-12,제주특별자치도 제주시 구좌읍 하도리,카페한라산,898585862,http://t1.daumcdn.net/place/437EA3BC9D6A482CA95B21F6C98DD50F,0.0
1233,1875-4,제주특별자치도 제주시 우도면 연평리,카페우도슈퍼경화민박,1912871290,,0.0
1234,2098-4,제주특별자치도 제주시 한경면 조수리,산노루,1945525281,http://t1.daumcdn.net/place/2CADABD145574BD98D029985524AFECA,0.0
1235,1298-3,제주특별자치도 서귀포시 표선면 가시리,카페모먼트,1071240534,http://t1.daumcdn.net/localfiy/266D2F8DD74940B39650EE36FC425EE1,0.0
1236,191-1,제주특별자치도 제주시 도남동,크런치오븐제주점,725259605,,0.0
1237,292-9,제주특별자치도 제주시 연동,락,292695574,,0.0
1238,1148-2,제주특별자치도 제주시 일도일동,커뮤니티라운지,582214423,,0.0
1239,117,제주특별자치도 제주시 한림읍 금악리,카페이시도르,418652493,http://t1.daumcdn.net/place/B6FC885A5AF6490EAD9FADED75DC8BE5,0.0
1240,1767-4,제주특별자치도 서귀포시 남원읍 위미리,뽀르또,24962250,,0.0
1241,709-1,제주특별자치도 제주시 건입동,이야기 카페,9392074,,0.0
1242,1774-2,제주특별자치도 제주시 한림읍 대림리,도깨비방망이,539630510,http://t1.daumcdn.net/localfiy/searchregister_208120114,0.0
1243,1450,제주특별자치도 서귀포시 대정읍 하모리,수다,1704706310,,0.0
1244,1073,제주특별자치도 제주시 한림읍 한림리,상록수다방,20467548,,0.0
1245,1298-22,제주특별자치도 제주시 일도1동,위더스트래블 칠성점,39080316,http://t1.daumcdn.net/place/60E0D3D97DE642B2BAD6A0EC348BFC3F,0.0
1246,741-2,제주특별자치도 제주시 노형동,코끼리안장에앉아,14819318,,0.0
1247,1488-1,제주특별자치도 제주시 구좌읍 하도리,하도록,1404318388,http://t1.daumcdn.net/localfiy/CE4DB5B60ED9459FB856FEF87AD7E9D7,0.0
1248,271-28,제주특별자치도 서귀포시 서귀동,마실디,26942351,http://t1.daumcdn.net/place/26229D800F644F13B08FCB3133BF97CA,0.0
1249,396-2,제주특별자치도 서귀포시 안덕면 사계리,갬성드사계,1222986397,http://t1.daumcdn.net/localfiy/3E95B7F9BF4941C58380AF0850F112F1,0.0
1250,237,제주특별자치도 서귀포시 법환동,원테이블 커피가게,21604056,http://t1.daumcdn.net/cfile/23029C4E559F446F39,0.0
1251,473,제주특별자치도 제주시 애월읍 고내리,키스더티라미수,1109621404,,0.0
1252,1190,제주특별자치도 제주시 우도면 연평리,주노마드레,27369024,http://t1.daumcdn.net/place/8E2C8011812B46F6835D5BF047147F8F,0.0
1253,23-4,제주특별자치도 서귀포시 서귀동,하루비커피,1044241358,http://t1.daumcdn.net/localfiy/F5849C687B44475D91616A0DAE865236,0.0
1254,6127,제주특별자치도 제주시 아라일동,카페베네 제주아라지구점,25782035,,1.0
1256,2797-13,제주특별자치도 서귀포시 성산읍 수산리,알베로,1271201305,http://t1.daumcdn.net/place/C7BDF647A98E453691A966745D1B81EF,0.0
1257,1553-9,제주특별자치도 서귀포시 서호동,더디퍼,2072114149,,0.0
1258,841-2,제주특별자치도 서귀포시 법환동,이디야커피 서귀포이마트점,8535503,,1.0
1259,750-1,제주특별자치도 제주시 노형동,동감,1649274768,,0.0
1260,1132-13,제주특별자치도 서귀포시 성산읍 고성리,돌다방,10308612,,0.0
1261,2010-11,제주특별자치도 제주시 애월읍 광령리,명가헌,9024564,,0.0
1262,308,제주특별자치도 제주시 구좌읍 월정리,여기308,239978643,http://t1.daumcdn.net/localfiy/0349B8E1253342EB88A83AF833DACB2E,0.0
1263,291-10,제주특별자치도 제주시 노형동,미스틱3도,263044374,,0.0
1264,1477-8,제주특별자치도 제주시 삼양이동,엔제리너스 롯데시네제주삼화점,2054852388,,1.0
1265,1510-1,제주특별자치도 서귀포시 성산읍 삼달리,블루마운틴예약실,26926093,,0.0
1266,600-1,제주특별자치도 제주시 애월읍 구엄리,고래아트커피,27327675,,0.0
1267,208-3,제주특별자치도 서귀포시 성산읍 시흥리,카페베네 제주봄그리고가을리조트점,251191929,http://t1.daumcdn.net/localfiy/EF48ED1108E14CD69DCC2A9EEAB23AAF,1.0
1269,1289-18,제주특별자치도 제주시 이도일동,드롭탑 제주삼성점,2062083931,http://t1.daumcdn.net/localfiy/DD108FE4864B4B90BD98AD04E57E3C39,1.0
1271,1965-1,제주특별자치도 서귀포시 표선면 가시리,모드락572,19637817,http://t1.daumcdn.net/place/815ABDAA073D40DBB76C0F7756958F04,0.0
1272,707-2,제주특별자치도 제주시 용담2동,칼디의선물,1360363074,http://t1.daumcdn.net/localfiy/62A1BE5D238A403F926639BA509E93CD,0.0
1273,274-1,제주특별자치도 서귀포시 남원읍 신흥리,알맞은시간,552481804,http://t1.daumcdn.net/place/EFE018CFDB7C48C989E56B485A94FFD2,0.0
1274,707,제주특별자치도 제주시 도두이동,오로지커피,191520632,,0.0
1275,593,제주특별자치도 제주시 구좌읍 월정리,그레이플라워,1066023028,http://t1.daumcdn.net/localfiy/searchregister_1242970423,0.0
1276,209-10,제주특별자치도 서귀포시 서귀동,찰스커피,1489290700,http://t1.daumcdn.net/place/D8179BD015574BFE8C87F53D1673CE99,0.0
1277,359-2,제주특별자치도 서귀포시 동홍동,더치스타일,21354131,,0.0
1278,1550-9,제주특별자치도 서귀포시 서호동,지중해커피,1223163581,,0.0
1279,2675-5,제주특별자치도 제주시 애월읍 하귀2리,지상에별두개,2145589981,http://t1.daumcdn.net/localfiy/4B8ACEA6814F4C24A7AEF70273951859,0.0
1280,1314-65,제주특별자치도 제주시 한림읍 한림리,한림다방,11214924,,0.0
1281,1112-2,제주특별자치도 제주시 애월읍 하귀1리,애월맛차,1918075858,http://t1.daumcdn.net/localfiy/EC6F74AA5C234905A963B369D3AF888B,0.0
1282,102-1,제주특별자치도 서귀포시 성산읍 성산리,허니퍼프 성산일출봉점,1006540981,,0.0
1283,372-1,제주특별자치도 서귀포시 성산읍 고성리,드르쿰다인성산,795878887,http://t1.daumcdn.net/place/3D461E50569A4A32BEAA8242FF4637CF,0.0
1284,1938-3,제주특별자치도 제주시 도련일동,놀숲 제주삼화점,517527024,http://t1.daumcdn.net/place/FB5A3C6C005146A3ABB854202CF22856,0.0
1285,313-1,제주특별자치도 서귀포시 성산읍 고성리,씽씽씽카페,387005914,,0.0
1286,1496-3,제주특별자치도 제주시 연동,피아노,155761835,,0.0
1287,1080-1,제주특별자치도 제주시 이도2동,샐리가든커피 법원점,17449648,http://t1.daumcdn.net/place/7E6A10E20DB547CBA941526AA5861554,0.0
1288,1180-3,제주특별자치도 제주시 이도이동,모카,15779952,,0.0
1289,2026-3,제주특별자치도 제주시 이도2동,플로르떼플라워카페,1673353275,,0.0
1290,2724-9,제주특별자치도 제주시 애월읍 하귀2리,종이시계,16729584,http://t1.daumcdn.net/place/CDE7662FB2DA48218EC4771E12E362AD,0.0
1291,1171-6,제주특별자치도 제주시 일도1동,비원다방,21463645,,0.0
1292,1772-37,제주특별자치도 제주시 이도2동,파인땡큐,19831358,http://t1.daumcdn.net/cfile/2201923D51C6D8D246,0.0
1293,963,제주특별자치도 제주시 애월읍 신엄리,CUTIE PIE 카페&호텔,396403026,http://t1.daumcdn.net/place/E5AF522A250F469E8C3328452AB2FC40,0.0
1294,2214,제주특별자치도 제주시 구좌읍 김녕리,김녕별담길,722011726,http://t1.daumcdn.net/place/622AAD12FCC941AA91662020BD7CD56E,0.0
1295,6053-1,제주특별자치도 제주시 아라일동,무아시스,2009040177,http://t1.daumcdn.net/localfiy/70E056488DCD4EEB995008ED015514D5,0.0
1296,272-39,제주특별자치도 제주시 연동,쏭스라이브,826924991,,0.0
1297,2237-1,제주특별자치도 제주시 노형동,귤낭,1547960522,,0.0
1298,772,제주특별자치도 서귀포시 대정읍 하모리,파랑도 다방,9510988,,0.0
1299,208-1,제주특별자치도 서귀포시 강정동,본죽&비빔밥cafe 제주강정점,1878148134,http://t1.daumcdn.net/place/4D1F388EE3F34C7DB878FCEDBF09562A,0.0
1300,304-14,제주특별자치도 제주시 연동,엄블랑호다,266260346,http://t1.daumcdn.net/place/460903803D5244ADB49A30E1E822BC3C,0.0
1301,534-11,제주특별자치도 제주시 삼도1동,귀인,23382997,,0.0
1302,2599-1,제주특별자치도 제주시 한경면 판포리,꼬닥꼬닥,1891548585,http://t1.daumcdn.net/localfiy/AB7BECB10C144449AB52333932915697,0.0
1303,408-6,제주특별자치도 제주시 이도2동,유티피커피,1705505338,http://t1.daumcdn.net/place/2420D21A078D4D11849C0ABDE8D49A4C,0.0
1304,1014,제주특별자치도 제주시 애월읍 유수암리,요석원,956734211,,0.0
1305,428-13,제주특별자치도 제주시 한림읍 대림리,브레이브독스,1807578595,http://t1.daumcdn.net/localad_thumb/t/69cda6e579c3798b4d9cb34d6445ccd846a6fd40,0.0
1306,2812-10,제주특별자치도 서귀포시 색달동,스위트호텔 커피숍,21455106,,0.0
1307,940,제주특별자치도 제주시 노형동,아하비제주,2109727843,,0.0
1308,343-2,제주특별자치도 제주시 우도면 연평리,아이스크림연구소카페,26885574,http://t1.daumcdn.net/place/00CB8F9F060F4472ACD50A62BDBA8C59,0.0
1309,2295,제주특별자치도 서귀포시 안덕면 사계리,불란서식과자점 사계리,1365247194,http://t1.daumcdn.net/place/9F9223D0174A4DCF8D82008E3FA3D7D0,0.0
1310,2437,제주특별자치도 제주시 조천읍 함덕리,터치우드,1238343741,http://t1.daumcdn.net/place/88E74E4D4EDC4E38AB0E029F5073246B,0.0
1311,263-10,제주특별자치도 제주시 연동,아르보,1133585949,http://t1.daumcdn.net/place/697283772BA2472D90224774F789B4BE,0.0
1312,368-15,제주특별자치도 제주시 아라일동,스위그커피,837567380,http://t1.daumcdn.net/place/D894D8CCFA8A4DE58AF7442A5D50372E,0.0
1313,2610-7,제주특별자치도 제주시 오라삼동,카페요츠바,26942242,http://t1.daumcdn.net/place/F3C542CB0CE54B3097DDCA65F529C72A,0.0
1314,291-43,제주특별자치도 서귀포시 서귀동,메가커피 서귀포중앙점,1601162920,http://t1.daumcdn.net/place/56928C28FEBA4F219E519A76F77497EB,0.0
1315,728-1,제주특별자치도 제주시 노형동,카페레몬테이블 제주점,17060162,http://t1.daumcdn.net/place/AF309523C79147A68CB87AB64ED8F04F,0.0
1316,3003-3,제주특별자치도 제주시 아라이동,여우콩,984381320,http://t1.daumcdn.net/localfiy/searchregister_282732014,0.0
1317,176-1,제주특별자치도 서귀포시 성산읍 성산리,카페그림창고,26307252,,0.0
1318,2825-2,제주특별자치도 제주시 애월읍 하귀2리,카페엉클토니스,22513555,http://t1.daumcdn.net/cfile/261FC93E5399242C14,0.0
1319,2838,제주특별자치도 제주시 한림읍 협재리,투썸플레이스 제주라온명품관점,26910041,,1.0
1320,286-8,제주특별자치도 제주시 오등동,햇빛둥지,352665904,http://t1.daumcdn.net/localfiy/6CFFF759D8CA4591A6C07A2D84A5EC27,0.0
1321,598-3,제주특별자치도 서귀포시 표선면 표선리,향다방,21492756,,0.0
1322,284-4,제주특별자치도 서귀포시 서귀동,이디야커피 서귀포점,9323646,,1.0
1323,1415-1,제주특별자치도 제주시 이도1동,모래시계다방,9762406,,0.0
1324,2864-2,제주특별자치도 서귀포시 색달동,스타벅스 제주중문점,17884787,http://t1.daumcdn.net/place/04B0BB6ABB02454CA6ED05269C5FBD8F,1.0
1325,563,제주특별자치도 제주시 구좌읍 종달리,카페책자국,1221602642,http://t1.daumcdn.net/localfiy/647910801FA74E51867E5960714B6E87,0.0
1326,231-6,제주특별자치도 서귀포시 강정동,스타벅스 서귀포DT,27075901,http://t1.daumcdn.net/place/EA40DAE90D1A445DAEFBCD7A7A4BF8A9,1.0
1327,321,제주특별자치도 제주시 일도2동,가비,24926480,http://t1.daumcdn.net/place/A3072A666187463786C0E3DCB308F956,0.0
1328,2996,제주특별자치도 제주시 한림읍 협재리,비주비주,169198683,http://t1.daumcdn.net/localfiy/A9D1383676784E15BF2060D15BFECF97,0.0
1329,1479-1,제주특별자치도 제주시 일도1동,제주스,27089875,http://t1.daumcdn.net/place/F42F79CE5E9F4D9297A541E49E356637,0.0
1330,317-1,제주특별자치도 서귀포시 성산읍 고성리,약속다방,11253014,,0.0
1331,1018-3,제주특별자치도 서귀포시 대정읍 구억리,휴도자기공방카페,1992606191,,0.0
1332,1563-1,제주특별자치도 제주시 조천읍 와산리,뮤렌,1728172855,,0.0
1333,785-2,제주특별자치도 서귀포시 안덕면 창천리,붐붐 카페&펍,300318160,http://t1.daumcdn.net/place/A85821C04CD848DC913994242DD53139,0.0
1334,3786-6,제주특별자치도 제주시 노형동,더치앤빈 제주노형점,1691673222,,0.0
1335,1389-1,제주특별자치도 제주시 이도1동,다다살롱,27423032,,0.0
1336,455-4,제주특별자치도 제주시 한림읍 금능리,오로라정원,1570047722,http://t1.daumcdn.net/place/160F4EC3D8F34CB59CE44E1E217381C8,0.0
1337,1645,제주특별자치도 제주시 도두이동,르베일,2039785579,http://t1.daumcdn.net/localfiy/searchregister_638836397,0.0
1338,1476-4,제주특별자치도 서귀포시 표선면 표선리,카페 가드니아,1377309150,http://t1.daumcdn.net/cfile/22123F39585343AF08,0.0
1339,786-7,제주특별자치도 제주시 삼도1동,이디야커피 제주삼도점,1935870446,http://t1.daumcdn.net/place/152B45063F104782997651853A7F7120,1.0
1340,2390,제주특별자치도 서귀포시 남원읍 남원리,금호커피전문점,21482640,,0.0
1341,1893,제주특별자치도 제주시 구좌읍 하도리,벨롱,25665541,http://t1.daumcdn.net/place/14330162DC37476CB49E06FDC3E9C415,0.0
