,name,address,latitude,longitude
214,동검은이오름(거미오름),제주특별자치도 제주시 구좌읍 종달리 산 70,33.44907,126.80516
215,동계 정온 유허비,제주특별자치도 서귀포시 대정읍 안성리,33.250454,126.27403
216,동굴의 다원 다희연,제주특별자치도 제주시 조천읍 선흘리 2019-3 캐릭파크 내,33.4793016,126.700604
217,동귀방파제,제주특별자치도 제주시 애월읍 하귀리,33.4622313,126.4171977
218,동백동산,제주특별자치도 제주시 조천읍 선흘리 산 14,33.512349655007505,126.70726440206909
219,동백마을,제주특별자치도 서귀포시 남원읍 한신로531번길 22-1,33.320435,126.74517
220,동백포레스트,서귀포시 남원읍 신례리 1767,33.299995,126.6297939
221,동복환해장성,제주특별자치도 제주시 구좌읍 동복리,33.53544,126.71806
222,동산농원 딸기체험장,제주특별자치도 제주시 한경면 저지리 1448-2,33.333553,126.24605
223,동알오름,제주특별자치도 서귀포시 대정읍 상모리 153,33.207508,126.28816
224,동일리포구,제주특별자치도 서귀포시 대정읍 동일리,33.225437,126.24133
225,돛오름,제주특별자치도 제주시 구좌읍 송당리 산 3,33.499622,126.53119
226,돝오름(돗오름),제주특별자치도 제주시 구좌읍 송당리 산 3,33.481293,126.8003
227,두맹이골목,제주특별자치도 제주시 동문로16길 17-4,33.51202,126.53499
228,두산봉(말미오름),제주특별자치도 서귀포시 성산읍 시흥리 산 1-5,33.47950858344703,126.88414743068847
229,둔지봉,제주특별자치도 제주시 구좌읍 한동리 산 40,33.50136,126.79464
230,"뒤굽은이 (뒤꾸부니, 뒤곱은이)",제주특별자치도 제주시 구좌읍 중산간동로,33.466513266982204,126.77778283127441
231,뒤굽은이오름,제주특별자치도 제주시 구좌읍 송당리 산 36,33.464650000654196,126.74893597280277
232,드라마월드,제주특별자치도 제주시 애월읍 봉성리 4556,33.352234,126.36064
233,들렁모루 산책길,제주특별자치도 서귀포시 서홍동 2437,33.282448,126.54274
234,"들레오름 (月坪峰, 月來岳, 月下岳)",제주특별자치도 제주시 월평동 657,33.45935289671542,126.57970726668702
235,들리오름 (들위오름),제주특별자치도 제주시 오등동 158,33.428942825489685,126.54306314819337
236,등머을레져,제주특별자치도 제주시 우도면 연평리 1737-13,33.49268,126.95172
237,디스커버제주,제주특별자치도 서귀포시 대포동 760-3,33.2435151,126.4352216
238,따라비오름,제주특별자치도 서귀포시 표선면 가시리 산 62,33.389156,126.75325
239,라신동,제주특별자치도 제주시 한림읍 귀덕리,33.431778,126.290634
240,라온골프클럽,제주특별자치도 제주시 한경면 저지리 산 18,33.3448687,126.2782452
241,라온승마클럽,제주특별자치도 제주시 한림읍 월림7길 155,33.355453,126.2419
242,라이트 아트 페스타,제주특별자치도 제주시 조천읍 선흘리 600-6,33.4868649,126.7061249
243,레더한,제주특별자치도 서귀포시 남원읍 태흥리 1760-13,33.2922889,126.7393618
244,렛츠런파크,제주특별자치도 제주시 애월읍 평화로 2144,33.40782,126.39421
245,렛츠런팜 양귀비꽃,제주특별자치도 제주시 조천읍 남조로 1660,33.41699,126.681465
246,렛츠런팜제주,제주특별자치도 제주시 조천읍 교래리 산 25-2,33.41699,126.681465
247,로로 요가,제주특별자치도 제주시 조천읍 함덕리 1008,33.5437905,126.6688441
248,로봇스퀘어,제주특별자치도 제주시 구좌읍 한동리 1294,33.539986,126.83099
249,마라도(마라해양도립공원),제주특별자치도 서귀포시 대정읍 가파리 600,33.1170928491147,126.26747322880556
250,마라도관광쉼터,제주특별자치도 서귀포시 대정읍 가파리 583-9,33.114143,126.268616
251,마라도기원정사,제주특별자치도 서귀포시 대정읍 가파리 736,33.115997,126.26655
252,마라도등대,제주특별자치도 서귀포시 대정읍 가파리 642,33.116715436368224,126.26951170765687
253,마라도성당,제주특별자치도 서귀포시 대정읍 가파리 662,33.11572696672756,126.269173749321
254,마라도잠수함,제주특별자치도 서귀포시 안덕면 형제해안로 13,33.22783,126.305435
255,마린파크,제주특별자치도 서귀포시 안덕면 화순중앙로 132,33.240707,126.334724
