,final_address,addrbunho,address,cafe,cafe_id,image_url,franchise,si,town,ri,address1,lat,lng
428,제주특별자치도 제주시 애월읍 신엄리 3063-1,3063-1,제주특별자치도 제주시 애월읍 신엄리,과일하다,1778985786,http://t1.daumcdn.net/localfiy/8CE88C67FF5F41968D0EB99ACB6911A2,0.0,제주시,애월읍,신엄리,"['제주특별자치도', '제주시', '애월읍', '신엄리']",33.467743153593624,126.35654649456735
63,제주특별자치도 제주시 애월읍 하귀2리 1436-5,1436-5,제주특별자치도 제주시 애월읍 하귀2리,쿠키키,437994854,http://t1.daumcdn.net/localfiy/searchregister_657448960,0.0,제주시,애월읍,하귀2리,"['제주특별자치도', '제주시', '애월읍', '하귀2리']",33.48214636201979,126.4055449860531
2973,제주특별자치도 제주시 애월읍 광령리 2535,2535,제주특별자치도 제주시 애월읍 광령리,제주관광대학교 그라찌에,27190454,,1.0,제주시,애월읍,광령리,"['제주특별자치도', '제주시', '애월읍', '광령리']",33.448576482470074,126.43444283990027
785,제주특별자치도 제주시 애월읍 곽지리 1575-4,1575-4,제주특별자치도 제주시 애월읍 곽지리,곽지스테이션,645692816,http://t1.daumcdn.net/place/BAA1BD9566A043139C452E8546A50793,0.0,제주시,애월읍,곽지리,"['제주특별자치도', '제주시', '애월읍', '곽지리']",33.449281043472155,126.30423673071179
2364,제주특별자치도 제주시 애월읍 곽지리 1575-3,1575-3,제주특별자치도 제주시 애월읍 곽지리,카페태희,25050406,http://t1.daumcdn.net/place/FF8EAD055AEC4A0F84E5409D858F2B5B,0.0,제주시,애월읍,곽지리,"['제주특별자치도', '제주시', '애월읍', '곽지리']",33.44942264994635,126.30440768137134
2027,제주특별자치도 제주시 애월읍 고내리 350,350,제주특별자치도 제주시 애월읍 고내리,하이파이브,1626813663,http://t1.daumcdn.net/place/C5EAB96D5CBF44269C873538AABBD04A,0.0,제주시,애월읍,고내리,"['제주특별자치도', '제주시', '애월읍', '고내리']",33.47259431143181,126.34838190320338
3269,제주특별자치도 제주시 애월읍 하귀1리 385-4,385-4,제주특별자치도 제주시 애월읍 하귀1리,토토네,1523413414,,0.0,제주시,애월읍,하귀1리,"['제주특별자치도', '제주시', '애월읍', '하귀1리']",33.489419474365306,126.41064293557348
493,제주특별자치도 제주시 애월읍 봉성리 3138,3138,제주특별자치도 제주시 애월읍 봉성리,영국찻집,310705633,http://t1.daumcdn.net/localfiy/7188DA3273C3488198156E4AB4F8C90C,0.0,제주시,애월읍,봉성리,"['제주특별자치도', '제주시', '애월읍', '봉성리']",33.41724323878039,126.31413395582528
1893,제주특별자치도 제주시 애월읍 애월리 1584-1,1584-1,제주특별자치도 제주시 애월읍 애월리,애파소,979973165,,0.0,제주시,애월읍,애월리,"['제주특별자치도', '제주시', '애월읍', '애월리']",33.464413006673254,126.31979087702331
2674,제주특별자치도 제주시 애월읍 하귀2리 1382,1382,제주특별자치도 제주시 애월읍 하귀2리,카페동경앤책방,315193014,http://t1.daumcdn.net/place/70A973FF65D542D7BD6EF6555793B142,0.0,제주시,애월읍,하귀2리,"['제주특별자치도', '제주시', '애월읍', '하귀2리']",33.481335261176106,126.40486194309426
1790,제주특별자치도 제주시 애월읍 상가리 산 24-7,산 24-7,제주특별자치도 제주시 애월읍 상가리,더휘게,2045474568,http://t1.daumcdn.net/localfiy/8C10A0A6C8D7462DAF5545BC41B7161B,0.0,제주시,애월읍,상가리,"['제주특별자치도', '제주시', '애월읍', '상가리']",33.42983117873223,126.35409090301435
3281,제주특별자치도 제주시 애월읍 애월리 2155-1,2155-1,제주특별자치도 제주시 애월읍 애월리,더빌레,1595124840,,0.0,제주시,애월읍,애월리,"['제주특별자치도', '제주시', '애월읍', '애월리']",33.462353215256435,126.31314641987068
121,제주특별자치도 제주시 애월읍 하귀1리 1112-4,1112-4,제주특별자치도 제주시 애월읍 하귀1리,하녹티하우스,1890673842,http://t1.daumcdn.net/localfiy/B76429DB76784C46AA8D39F7319CC2E2,0.0,제주시,애월읍,하귀1리,"['제주특별자치도', '제주시', '애월읍', '하귀1리']",33.471580859801556,126.41870736676965
949,제주특별자치도 제주시 애월읍 곽지리 1669-1,1669-1,제주특별자치도 제주시 애월읍 곽지리,몬스터살롱,24925007,http://t1.daumcdn.net/place/70AED3E76E654B33B9BA77AC2CA02C10,0.0,제주시,애월읍,곽지리,"['제주특별자치도', '제주시', '애월읍', '곽지리']",33.448277234114606,126.30723462114287
2006,제주특별자치도 제주시 애월읍 광령리 2981-1,2981-1,제주특별자치도 제주시 애월읍 광령리,그림책방&카페노란우산,1827460043,http://t1.daumcdn.net/localfiy/3FE291AE2508465FADE1DD52F08E2883,0.0,제주시,애월읍,광령리,"['제주특별자치도', '제주시', '애월읍', '광령리']",33.44606044754474,126.43076812949143
40,제주특별자치도 제주시 애월읍 광령리 1312,1312,제주특별자치도 제주시 애월읍 광령리,커피산책,1574963073,http://t1.daumcdn.net/place/99D0E3A66692477781AFA9508509681D,0.0,제주시,애월읍,광령리,"['제주특별자치도', '제주시', '애월읍', '광령리']",33.462011358778796,126.4402546149025
912,제주특별자치도 제주시 애월읍 고내리 1155,1155,제주특별자치도 제주시 애월읍 고내리,산책,21473781,http://t1.daumcdn.net/place/2A800FFF2021448095E333B2ECAD0BD6,0.0,제주시,애월읍,고내리,"['제주특별자치도', '제주시', '애월읍', '고내리']",33.46691463266358,126.33687969554316
373,제주특별자치도 제주시 애월읍 하귀1리 192-9,192-9,제주특별자치도 제주시 애월읍 하귀1리,글라스믹,1843991420,,0.0,제주시,애월읍,하귀1리,"['제주특별자치도', '제주시', '애월읍', '하귀1리']",33.48351711196967,126.41242162986588
957,제주특별자치도 제주시 애월읍 유수암리 3040,3040,제주특별자치도 제주시 애월읍 유수암리,노고록전통찻집,27510157,,0.0,제주시,애월읍,유수암리,"['제주특별자치도', '제주시', '애월읍', '유수암리']",33.42735444554915,126.39207390298598
1042,제주특별자치도 제주시 애월읍 하귀1리 385-4,385-4,제주특별자치도 제주시 애월읍 하귀1리,카페미트,2117293311,http://t1.daumcdn.net/localfiy/E87097A826BB4FF1B9A0B45F7F75E054,0.0,제주시,애월읍,하귀1리,"['제주특별자치도', '제주시', '애월읍', '하귀1리']",33.489419474365306,126.41064293557348
118,제주특별자치도 제주시 애월읍 하귀1리 156-1,156-1,제주특별자치도 제주시 애월읍 하귀1리,알라스카인제주,499698149,,0.0,제주시,애월읍,하귀1리,"['제주특별자치도', '제주시', '애월읍', '하귀1리']",33.48460987153977,126.41624464242281
3369,제주특별자치도 제주시 애월읍 하귀2리 2597-1,2597-1,제주특별자치도 제주시 애월읍 하귀2리,달빛제주,1358103055,,0.0,제주시,애월읍,하귀2리,"['제주특별자치도', '제주시', '애월읍', '하귀2리']",33.48385965896183,126.39442955891893
2203,제주특별자치도 제주시 애월읍 소길리 산 216,산 216,제주특별자치도 제주시 애월읍 소길리,이디야커피 렛츠런파크제주점,580678923,,1.0,제주시,애월읍,소길리,"['제주특별자치도', '제주시', '애월읍', '소길리']",33.407293069806286,126.39447977482821
1347,제주특별자치도 제주시 애월읍 소길리 155-101,155-101,제주특별자치도 제주시 애월읍 소길리,망고식스 프시케점,26785455,,0.0,제주시,애월읍,소길리,"['제주특별자치도', '제주시', '애월읍', '소길리']",33.41218760078094,126.3931385424837
1534,제주특별자치도 제주시 애월읍 납읍리 1726-5,1726-5,제주특별자치도 제주시 애월읍 납읍리,애월후식,2138824476,http://t1.daumcdn.net/localfiy/D6288E6BF4364D50B4CF05E83A28F47B,0.0,제주시,애월읍,납읍리,"['제주특별자치도', '제주시', '애월읍', '납읍리']",33.43905565917551,126.33018344507826
1129,제주특별자치도 제주시 애월읍 고성리 산 131,산 131,제주특별자치도 제주시 애월읍 고성리,아르크애월,915606273,,0.0,제주시,애월읍,고성리,"['제주특별자치도', '제주시', '애월읍', '고성리']",33.40806949361941,126.43761230818498
832,제주특별자치도 제주시 애월읍 하가리 297-5,297-5,제주특별자치도 제주시 애월읍 하가리,꿈꾸는고양이,27411422,http://t1.daumcdn.net/cfile/245D084E5762456523,0.0,제주시,애월읍,하가리,"['제주특별자치도', '제주시', '애월읍', '하가리']",33.466183726902,126.35765094976404
2205,제주특별자치도 제주시 애월읍 애월리 2467,2467,제주특별자치도 제주시 애월읍 애월리,카페애월로11,1540797741,http://t1.daumcdn.net/localfiy/607F43E105C84C05B5F43793BB5D694B,0.0,제주시,애월읍,애월리,"['제주특별자치도', '제주시', '애월읍', '애월리']",33.46013190937953,126.31123208519615
2445,제주특별자치도 제주시 애월읍 하귀1리 138-9,138-9,제주특별자치도 제주시 애월읍 하귀1리,하귀당구카페,928437361,,0.0,제주시,애월읍,하귀1리,"['제주특별자치도', '제주시', '애월읍', '하귀1리']",33.485084759575706,126.41600044190396
2444,제주특별자치도 제주시 애월읍 곽지리 1635,1635,제주특별자치도 제주시 애월읍 곽지리,카페인곽지리,1639202515,,0.0,제주시,애월읍,곽지리,"['제주특별자치도', '제주시', '애월읍', '곽지리']",33.450133618135226,126.30836851467369
2176,제주특별자치도 제주시 애월읍 고내리 1123-1,1123-1,제주특별자치도 제주시 애월읍 고내리,바다와자전거,1596778646,http://t1.daumcdn.net/place/AA6F59533444442291EACB2C1453EC8A,0.0,제주시,애월읍,고내리,"['제주특별자치도', '제주시', '애월읍', '고내리']",33.46669055074447,126.33813784867378
3204,제주특별자치도 제주시 애월읍 신엄리 957,957,제주특별자치도 제주시 애월읍 신엄리,비아무인카페,21528934,http://t1.daumcdn.net/place/E796846C48414405A5B79CFCABB2CA4F,0.0,제주시,애월읍,신엄리,"['제주특별자치도', '제주시', '애월읍', '신엄리']",33.47790955651791,126.36990675873871
2301,제주특별자치도 제주시 애월읍 유수암리 1041-19,1041-19,제주특별자치도 제주시 애월읍 유수암리,파랑카페,143521256,,0.0,제주시,애월읍,유수암리,"['제주특별자치도', '제주시', '애월읍', '유수암리']",33.423129982305156,126.40442505167763
1594,제주특별자치도 제주시 애월읍 하귀1리 156-10,156-10,제주특별자치도 제주시 애월읍 하귀1리,집30다시8,2130714204,,0.0,제주시,애월읍,하귀1리,"['제주특별자치도', '제주시', '애월읍', '하귀1리']",33.484001145537746,126.41716973508024
345,제주특별자치도 제주시 애월읍 소길리 650-1,650-1,제주특별자치도 제주시 애월읍 소길리,모랑모랑,27545188,http://t1.daumcdn.net/place/D8C9223F9541467AAA59EF7C92031263,0.0,제주시,애월읍,소길리,"['제주특별자치도', '제주시', '애월읍', '소길리']",33.44006081513791,126.37991500822079
2712,제주특별자치도 제주시 애월읍 신엄리 2723-5,2723-5,제주특별자치도 제주시 애월읍 신엄리,언니커피,1742276125,,0.0,제주시,애월읍,신엄리,"['제주특별자치도', '제주시', '애월읍', '신엄리']",33.47785478800014,126.36482907073002
445,제주특별자치도 제주시 애월읍 유수암리 1031-20,1031-20,제주특별자치도 제주시 애월읍 유수암리,메탈리코,418407294,http://t1.daumcdn.net/localfiy/F8C8971C8A734614A5CC3888587E4AE0,0.0,제주시,애월읍,유수암리,"['제주특별자치도', '제주시', '애월읍', '유수암리']",33.42522823790767,126.40579130416583
2089,제주특별자치도 제주시 애월읍 구엄리 545,545,제주특별자치도 제주시 애월읍 구엄리,달자카페,26303350,http://t1.daumcdn.net/place/53F90FF51D2E43F083194A0E59B0D9B1,0.0,제주시,애월읍,구엄리,"['제주특별자치도', '제주시', '애월읍', '구엄리']",33.48365736569912,126.37977668172923
1182,제주특별자치도 제주시 애월읍 고내리 415,415,제주특별자치도 제주시 애월읍 고내리,홍쓰팜,1016652171,http://t1.daumcdn.net/localfiy/5C3BCB38C3794ACD92BDFE3A0CC69C3A,0.0,제주시,애월읍,고내리,"['제주특별자치도', '제주시', '애월읍', '고내리']",33.471523464417615,126.34432344960119
3058,제주특별자치도 제주시 애월읍 하귀1리 1612,1612,제주특별자치도 제주시 애월읍 하귀1리,씨사이드,798656427,http://t1.daumcdn.net/place/FF0BB3EF1DAD4D40AE72BC3C17C9EA60,0.0,제주시,애월읍,하귀1리,"['제주특별자치도', '제주시', '애월읍', '하귀1리']",33.48504130172369,126.40760395951565
2022,제주특별자치도 제주시 애월읍 광령리 1112-2,1112-2,제주특별자치도 제주시 애월읍 광령리,애월맛차,41541163,,0.0,제주시,애월읍,광령리,"['제주특별자치도', '제주시', '애월읍', '광령리']",33.4579294884064,126.43798331196115
2218,제주특별자치도 제주시 애월읍 애월리 2467,2467,제주특별자치도 제주시 애월읍 애월리,제주담다,572717031,http://t1.daumcdn.net/place/DF415D9CB59E4B45A96D87A1B509CC0D,0.0,제주시,애월읍,애월리,"['제주특별자치도', '제주시', '애월읍', '애월리']",33.46013190937953,126.31123208519615
2931,제주특별자치도 제주시 애월읍 고내리 1158,1158,제주특별자치도 제주시 애월읍 고내리,눈꽃여신,34637952,,0.0,제주시,애월읍,고내리,"['제주특별자치도', '제주시', '애월읍', '고내리']",33.46711464558887,126.33651672705268
1278,제주특별자치도 제주시 애월읍 하귀2리 2724-9,2724-9,제주특별자치도 제주시 애월읍 하귀2리,종이시계,16729584,http://t1.daumcdn.net/place/CDE7662FB2DA48218EC4771E12E362AD,0.0,제주시,애월읍,하귀2리,"['제주특별자치도', '제주시', '애월읍', '하귀2리']",33.485336110203285,126.39178103025478
2079,제주특별자치도 제주시 애월읍 구엄리 600,600,제주특별자치도 제주시 애월읍 구엄리,AM11,682897228,,0.0,제주시,애월읍,구엄리,"['제주특별자치도', '제주시', '애월읍', '구엄리']",33.48397582412155,126.37783771642515
3056,제주특별자치도 제주시 애월읍 하귀2리 2964-9,2964-9,제주특별자치도 제주시 애월읍 하귀2리,애월에홀리다,547787267,,0.0,제주시,애월읍,하귀2리,"['제주특별자치도', '제주시', '애월읍', '하귀2리']",33.478387232533336,126.39189414550924
2141,제주특별자치도 제주시 애월읍 하귀1리 1-1,1-1,제주특별자치도 제주시 애월읍 하귀1리,썬라이브,14612399,,0.0,제주시,애월읍,하귀1리,"['제주특별자치도', '제주시', '애월읍', '하귀1리']",33.49059909983849,126.42065920969769
1190,제주특별자치도 제주시 애월읍 광령리 2611-1,2611-1,제주특별자치도 제주시 애월읍 광령리,공산명월,1685946722,http://t1.daumcdn.net/localfiy/C64CED5E63D44F5F9DCC8714C9E12D8B,0.0,제주시,애월읍,광령리,"['제주특별자치도', '제주시', '애월읍', '광령리']",33.44719669846831,126.4331827146012
2191,제주특별자치도 제주시 애월읍 애월리 2546,2546,제주특별자치도 제주시 애월읍 애월리,몽상드애월,27114938,http://t1.daumcdn.net/place/17F441E604E04DF487D37F5754858A92,0.0,제주시,애월읍,애월리,"['제주특별자치도', '제주시', '애월읍', '애월리']",33.46331678612183,126.30937393718573
582,제주특별자치도 제주시 애월읍 봉성리 4554,4554,제주특별자치도 제주시 애월읍 봉성리,새빌,2113185266,http://t1.daumcdn.net/place/FC8F731ED68745129B27E2761D7DF66C,0.0,제주시,애월읍,봉성리,"['제주특별자치도', '제주시', '애월읍', '봉성리']",33.3630629617417,126.36395385929471
